Job ID,Start Date,Date of Completion,Days on Job,Date invoiced,#days to inv completion,City,Job type,Invoice Amt $,PAID Y/N,AMT PAID,Insurance Y/N,Repeat Client
22SC216,9/2/2022,9/2/2022,1,09/14/2022,12,National City,BOARD UP ,$748.95,Y,$748.95,N,Repeat Client
22SC217,9/2/2022,9/2/2022,1,10/24/22,52,Alpine,Gross Filth,"$4,033.20",Y,"$4,033.20",,Repeat Client
22SC218,9/5/2022,9/5/2022,1,12/27/22,113,Inglewood,Decomp,"$4,187.72",N,"$4,376.17",Y,
22SC219,9/5/2022,9/5/2022,1,9/14/22,9,Chino,Blood Bathroom,"$1,500.00",Y,"$1,500.00",,
22SC220,9/6/2022,9/7/2022,2,09/14/22,7,MDR,Decomp OD,"$6,500.00",Y,"$6,500.00",N,
22SC221,9/7/2022,9/7/2022,1,9/14/22,7,Arcadia,Transient Camp,"$2,333.58",Y,"$2,333.58",,
22SC222,9/8/2022,9/8/2022,1,9/15/22,7,Los Angeles,Decomp Bedroom,"$6,177.73",Y,"$6,177.73",,Repeat Client
22SC223,9/8/2022,9/8/2022,1,11/02/22,55,Carlsbad,Suicide,"$9,045.16",Y,"$9,045.16",Y,
22SC224,9/8/2022,9/8/2022,1,10/27/22,49,Harbor Island,Blood,"$6,308.80",Y,"$6,308.80",,
22SC225,9/8/2022,9/8/2022,1,9/14/22,6,Huntington Beach,Suicide,"$6,596.08",Y,"$6,596.08",,Repeat Client
22SC226,9/9/2022,9/9/2022,1,10/21/22,42,Inglewood,Transient Camp,"$3,500.00",N,,,
22SC227,9/9/2022,9/9/2022,1,09/13/22,4,Oceanside,Sewage,"$2,086.64",Y,"$2,086.64",N,Repeat Client
22SC228,9/10/2022,9/10/2022,1,9/14/22,4,Vista,Decomp,"$6,105.92",Y,"$6,105.92",N,
22SC229,9/12/2022,9/12/2022,1,9/14/22,2,Hawthorne,Carpet Removal ,"$2,720.18",Y,"$2,720.18",,
22SC230,9/13/2022,9/13/2022,1,9/14/22,1,Upland,Decomp (Mattress),"$1,149.50",Y,"$1,149.50",,
22SC231,9/14/2022,9/14/2022,1,10/31/22,47,Oceanside,Decomp,"$72,708.17",Y,"$72,708.17",Y,
22SC232,9/14/2022,9/14/2022,1,10/24/22,40,Los Angeles,Gross Filth,"$26,413.24",N,,,Repeat Client
22SC233,9/15/2022,9/15/2022,1,11/02/22,48,Oceanside,Hoarding ,"$64,130.52",Y,"$64,130.52",Y,Repeat Client
22SC234,9/15/2022,9/15/2022,1,9/16/22,1,San Diego,Decomp,"$2,370.86",Y,"$2,370.86",N,Repeat Client
22SC235,9/15/2022,9/15/2022,1,9/15/22,0,Los Angeles,Feces,$994.36,Y,$994.36,,Repeat Client
22SC236,9/17/2022,9/17/2022,1,9/17/22,0,Long Beach,Blood Cleanup,"$1,763.85",Y,"$1,763.85",N,Repeat Client
22SC237,9/17/2022,9/17/2022,1,9/17/22,0,National City ,Trash & Spray Pnt,"$1,811.13",N,"$1,892.63",,Repeat Client
22SC238,9/18/2022,9/18/2022,1,9/19/22,1,Whittier ,Gross Filth,"$3,022.99",Y,"$3,022.99",N,
22SC239,9/22/2022,9/26/2022,3,,,San Diego ,Decomp & Hoard,,,In Probate,,
22SC240,9/22/2022,9/22/2022,1,9/27/22,5,Los Angeles,Sewage,"$2,370.36",Y,"$2,370.36",,
22SC241,9/25/2022,9/25/2022,1,11/28/22,64,Los Angeles,Mattress Removal,"$2,000.00",N,"$2,000.00",N,
22SC242,9/25/2022,9/25/2022,1,9/27/22,2,Los Angeles,Sewage,"$1,055.11",Y,"$1,055.11",N,
22SC243,9/26/2022,9/26/2022,1,10/5/22,9,Los Angeles,Hotel Blood ,"$1,777.68",Y,"$1,777.68",N,
22SC244,9/27/2022,9/27/2022,1,10/07/22,10,San Diego ,Gross Filth,"$4,250.04",N,collections,N,
22SC245,9/28/2022,10/4/2022,3,12/20/22,77,San Diego,Decomp,"$15,747.56",Y,"$15,747.56",Y,
22SC246,9/27/2022,9/27/2022,1,10/14/22,17,San Diego,Rat Feces,"$5,700.38",Y,"$5,700.38",N,
22SC247,9/29/2022,9/29/2022,1,11/17/22,49,San Diego,Moving,"$4,292.31",Y,"$4,292.31",,
22SC248,9/30/2022,10/5/2022,4,11/09/22,35,Thousand Palms,Decomp,"$40,000.89",N,"$31,500.00",Y,Repeat Client
22SC249,9/30/2022,9/30/2022,1,10/07/22,7,Los Angeles,Sewage,"$2,082.40",Y,"$2,082.42",N,
22SC250,10/3/2022,10/3/2022,1,10/12/22,9,Marina Del Rey,Sewage,"$1,843.65",Y,"$1,843.65",,
22SC251,10/4/2022,10/4/2022,1,12/02/22,59,Norco,Decomp,"$10,992.35",Y,"$10,992.35",Y,
22SC252,10/4/2022,10/4/2022,1,,,San Diego,Feces / Sewage,"$2,987.83",Y,"$2,987.83",,
22SC253,10/5/2022,10/5/2022,1,10/28/22,23,North Los Angeles,Decomp & Hoard,"$41,796.20",Y,"$41,796.20",,
22SC254,10/5/2022,10/5/2022,1,12/05/22,61,Palm Desert,Decomp,"$86,046.88",N,In probate,Y,
22SC255,10/5/2022,10/5/2022,1,10/14/22,9,Los Angeles,Hoarding Bedroom,"$3,185.19",Y,"$3,185.19",N,
22SC256,10/7/2022,10/7/2022,1,10/11/22,4,Anaheim,Decomp,"$3,142.69",Y,"$3,142.69",N,
22SC257,10/9/2022,10/9/2022,1,10/24/22,15,Los Angeles,Fire Debris,"$7,774.25",Y,"$7,774.25",N,
22SC258,10/11/2022,10/11/2022,1,10/21/22,10,Pomona,Suicide / Trauma,"$15,904.00",Y,"$15,904.00",Y,
22SC259,10/11/2022,10/11/2022,1,10/14/22,3,Los Angeles,Decomp,"$4,650.25",Y,"$4,650.25",N,
22SC260,10/11/2022,10/11/2022,1,10/19/22,8,Whittier,Feces,"$1,532.97",Y,"$1,532.97",N,
22SC261,10/12/2022,10/12/2022,1,10/27/22,15,Loma linda,Decomp,"$5,201.77",Y,"$5,201.77",,
22SC262,10/14/2022,10/14/2022,1,11/1/22,18,Sun Valley,Feces,$916.84,Y,$916.84,N,
22SC263,10/14/2022,10/14/2022,1,10/31/22,17,Chula Vista,Trash,$805.52,Y,$805.52,N,
22SC264,10/15/2022,10/15/2022,1,10/26/22,11,Los Angeles,Gross Filth / Hoarding,"$1,266.49",Y,"$1,266.49",N,
22SC265,10/15/2022,10/16/2022,2,11/04/22,19,Whittier,Transient Waste,"$5,747.50",Y,"$5,747.50",N,
22SC266,10/17/2022,10/17/2022,1,11/30/22,44,San Diego,Gross Filth,"$6,742.34",Y,"$6,742.34",N,
22SC267,10/17/2022,10/17/2022,1,10/28/22,11,Los Angeles,Feces / Sewage,"$1,738.00",Y,"$1,738.00",N,
22SC268,10/18/2022,10/18/2022,1,12/5/22,48,San Diego,Decomp,"$18,711.29",Y,"$18,711.29",Y,
22SC269,10/18/2022,10/18/2022,1,12/28/22,71,Temecula,Sewage,"$3,541.79",Y,"$3,541.79",N,
22SC270,10/20/2022,10/20/2022,1,,,San Diego,Dog Feces,"$5,721.70",Y,"$5,721.70",Y - client submitting Squrae invoice to insurance.,
22SC271,10/21/2022,10/21/2022,1,11/3/22,13,San Bernardio,Bio Pickup,$607.25,Y,$607.25,N,
22SC272,10/22/2022,10/22/2022,1,12/7/22,46,Palm Desert,PRIVATE PAY Hoarding,"$15,274.20",Y,"$15,274.20",N,
22SC273,10/24/2022,10/24/2022,1,11/3/22,10,Fountain Valley,Blood Cleanup,"$2,427.91",Y,"$2,537.17",,
22SC274,10/25/2022,10/25/2022,1,11/9/22,15,San Diego,Blood Cleanup,"$2,207.93",Y,"$2,207.93",N,
22SC275,10/27/2022,10/27/2022,1,11/9/22,13,Sun Valley,Biweekly Clean,$950.41,Y,$950.41,N,
22SC276,10/31/2022,10/31/2022,1,11/4/22,4,San Diego,Decomp,"$3,668.89",Y,"$3,668.89",N,
22SC277,10/31/2022,10/31/2022,1,11/29/22,29,San Diego,Cooler Cleaning,"$4,056.36",Y,"$4,056.36",N,
22SC278,10/31/2022,11/16/2022,11,12/22/22,36,Solana Beach,Sewage,"$72,373.51",N,,Y,
22SC279,11/2/2022,11/3/2022,2,12/01/22,28,Desert Springs,Gross Filth,"$3,005.46",,,,
22SC280,11/4/2022,11/4/2022,1,11/30/22,26,Oceanside,Hoarding,"$3,698.30",Y,"$3,698.30",N,
22SC281,11/5/2022,11/5/2022,1,12/7/22,32,Playa Del Rey,Blood Clean,"$1,985.50",Y,"$1,985.50",,Repeat Client
22SC282,11/5/2022,11/22/2022,2,11/29/22,7,Los Angeles,Corrolla clean,"$9,077.01",Y,"$9,077.01",Y,
22SC283,11/7/2022,11/7/2022,1,11/17/22,10,Los Angeles,Transient Camp,"$2,400.00",Y,"$2,400.00",N,
22SC284,11/9/2022,11/9/2022,1,12/6/22,27,Fountain Valley,Decomp,"$5,000.00",Y,"$5,000.00",,
22SC285,11/10/2022,11/10/2022,1,11/30/22,20,San Diego,Feces,"$4,386.89",N,"$4,386.89",N,
22SC286,11/10/2022,11/10/2022,1,11/30/22,20,Sun Valley,Weekly Clean,$916.84,Y,$916.84,N,
22SC287,11/11/2022,11/11/2022,1,11/30/2002,-7286,PVE,Sewage,"$1,592.86",Y,"$1,592.86",N,
22SC288,11/14/2022,11/14/2022,1,12/1/22,17,Los Angeles,Transient Camp,"$5,073.78",Y,"$5,073.78",,
22SC289,11/15/2022,11/15/2022,1,12/1/22,16,San Diego,Gross Filth,"$10,956.35",Y,"$10,956.35",N,Repeat Client
22SC290,11/15/2022,11/15/2022,1,11/30/22,15,San Diego,Car Clean/Rats,"$1,922.69",Y,"$1,922.69",,
22SC291,11/16/2022,11/16/2022,1,11/30/22,14,Escondido,Transient Camp',"$2,599.48",Y,"$2,599.48",N,
22SC292,11/17/2022,11/19/2022,3,11/30/22,11,Valley Road,Hoarding,"$12,300.00",Y,"$12,300.00",N,
22SC293,11/18/2022,12/1/2022,6,12/22/22,21,Rancho Santa Margarita,Decomp,"$60,794.29",N,,,
22SC294,11/21/2022,11/22/2022,2,11/30/22,8,La Jolla,Gross Filth,"$7,550.89",Y,"$7,550.89",,
22SC295,11/21/2022,11/21/2022,1,11/30/22,9,San Diego,Feces,$202.50,Y,$202.50,N,
22SC296,11/21/2022,11/21/2022,1,03/20/23,119,Los Angeles,Feces,"$2,638.15",N,,N,
22SC297,11/22/2022,11/22/2022,1,01/04/23,43,Santa Clarita,Blood,"$2,060.82",Y,"$2,060.82",N,
22SC298,11/23/2022,11/23/2022,1,11/28/22,5,Camp Pendleton,Sewage,"$2,090.00",Y,"$2,090.00",N,Repeat Client
22SC299,11/23/2022,11/23/2022,1,11/29/22,6,Riverside,Hazmat Pickup,"$5,000.00",Y,"$5,000.00",N,
22SC300,11/23/2022,11/23/2022,1,12/5/22,12,Burbank,Glass and Blood,"$2,500.00",Y,"$2,500.00",,
22SC301,11/25/2022,11/26/2022,2,01/05/23,40,Glendale,Suicide,"$16,813.46",Y,"$16,813.46",Y,
22SC302,11/28/2022,11/28/2022,1,01/09/23,42,La Jolla,Sewage clean,"$6,138.34",Y,"$6,414.57",N,
22SC303,11/30/2022,11/30/2022,1,12/09/22,9,Sun Valley,Weekly Clean,$983.96,Y,$983.96,N,
22SC304,11/30/2022,11/30/2022,1,12/15/22,15,Huntington Park,Machine Clean,"$4,687.84",Y,"$4,687.84",,
22SC305,11/30/2022,12/1/2022,2,01/27/23,57,Los Angeles,Sewage,"$12,361.85",N,,P?,
22SC306,12/1/2022,12/4/2022,3,01/20/23,47,Cardiff,Decomp,"$24,423.60",N,,N,
22SC307,12/2/2022,12/2/2022,1,01/11/23,40,Canyon Lake,Decomp,"$8,621.82",Y,"$8,621.82",Y,
22SC308,12/4/2022,12/4/2022,1,01/30/23,57,Spring Valley,Suicide,"$7,775.54",Y,"$6,775.54",Y,
22SC309,12/5/2022,12/5/2022,1,12/20/22,15,Newport Beach,Decomp,"$4,373.37",Y,"$4,373.37",N,
22SC310,12/6/2022,12/19/2022,3,2/7/23,50,Los Angeles,Gross Filth,"$14,423.53",N,,N,
22SC311,12/6/2022,12/6/2022,1,12/19/22,13,Hawthorne,Blood Clean,"$2,320.65",Y,"$2,320.65",N,
22SC312,12/8/2022,12/8/2022,1,12/20/22,12,Sun Valley,Feces,$983.96,Y,$983.96,,
22SC313,12/10/2022,12/10/2022,1,12/20/22,10,Banning,Bird & Rat Feces,"$3,595.34",Y,"$3,595.34",N,
22SC314,12/13/2022,12/13/2022,1,12/22/22,9,San Diego,Hoarding,"$11,873.09",N,,,
22SC315,12/14/2022,12/14/2022,1,12/19/22,5,National City,Transient Camp,"$7,049.23",Y,"$7,049.23",N,Repeat Client
22SC316,12/14/2022,12/14/2022,1,12/22/22,8,San Diego,Hazmat pickup,"$1,515.25",Y,"$1,515.25",N,
22SC317,12/15/2022,12/15/2022,1,01/17/23,33,Los Angles,Gross Filth,"$3,343.51",N,,N,
22SC318,12/15/2022,12/15/2022,1,2/1/23,48,La Jolla,Morgue Clean,"$2,908.50",Y,"$2,908.50",,Repeat Client
22SC319,12/15/2022,12/15/2022,1,2/1/23,48,San Diego,Mogue Clean,"$3,052.66",Y,"$3,052.66",,Repeat Client
22SC320,12/19/2022,12/19/2022,1,12/20/22,1,Oceanside,Sewage,"$1,818.55",Y,"$1,818.55",N,
22SC321,12/21/2022,12/21/2022,1,1/30/23,40,Ontario,Decomp,"$1,200.00",N,,N,
22SC322,12/22/2022,12/22/2022,1,1/25/23,34,Sun Valley,Feces,$968.60,Y,$968.60,N,Repeat Client
22SC323,12/26/2022,12/26/2022,1,02/15/23,51,Beaumont,Sewage,"$6,476.23",Y,"$6,476.23",Y,
22SC324,12/27/2022,12/27/2022,1,01/23/23,27,Cathedral City,Sewage,"$1,277.61",Y,"$1,277.61",N,
22SC325,12/27/2022,12/27/2022,1,01/10/23,14,Santa Ana,Decomp,"$2,514.77",N,,N,
22SC326,12/28/2022,12/28/2022,1,2/2/23,36,Los Angeles,Gross Filth,"$3,600.00",Y,"$3,600.00",N,
22SC327,12/30/2022,12/30/2022,1,02/10/23,42,Mission Viejo,Suicide,"$13,682.79",Y,"$13,682.79",Y,
22SC328,12/30/2022,12/30/2022,1,2/7/23,39,San Diego,Bedroom clean,"$1,581.76",Y,"$1,581.76",N,
